eil101.tsp,3083.0,3083.0,1610.0,1184.0,967.0,810.0,758.0,700.0,676.0,668.0,663.0,654.0,646.0,646.0,646.0,646.0,646.0,645.0,645.0,645.0,645.0,
eil101.tsp,3071.0,3071.0,1648.0,1200.0,985.0,846.0,776.0,736.0,696.0,677.0,670.0,660.0,654.0,654.0,651.0,651.0,649.0,649.0,645.0,645.0,643.0,
eil101.tsp,3152.0,3067.0,1626.0,1211.0,964.0,811.0,745.0,721.0,684.0,675.0,667.0,660.0,654.0,654.0,647.0,644.0,644.0,644.0,644.0,644.0,644.0,
eil101.tsp,3092.0,3092.0,1674.0,1204.0,996.0,849.0,752.0,712.0,689.0,677.0,664.0,657.0,657.0,657.0,653.0,652.0,649.0,649.0,649.0,648.0,647.0,
eil101.tsp,3152.0,3142.0,1665.0,1244.0,959.0,830.0,761.0,717.0,693.0,672.0,663.0,661.0,661.0,658.0,651.0,651.0,651.0,648.0,647.0,647.0,647.0,
eil101.tsp,3098.0,3086.0,1624.0,1219.0,902.0,803.0,747.0,695.0,674.0,664.0,658.0,648.0,647.0,646.0,646.0,645.0,644.0,641.0,641.0,641.0,641.0,
eil101.tsp,3137.0,3137.0,1609.0,1196.0,963.0,813.0,759.0,721.0,685.0,675.0,668.0,659.0,648.0,648.0,648.0,647.0,647.0,647.0,647.0,644.0,641.0,
eil101.tsp,3027.0,3027.0,1677.0,1225.0,1004.0,822.0,758.0,708.0,686.0,682.0,670.0,660.0,656.0,654.0,653.0,649.0,649.0,649.0,648.0,648.0,648.0,
eil101.tsp,3148.0,3148.0,1570.0,1181.0,974.0,821.0,762.0,722.0,693.0,678.0,668.0,662.0,659.0,654.0,648.0,648.0,645.0,645.0,645.0,645.0,643.0,
eil101.tsp,3051.0,3051.0,1665.0,1247.0,944.0,828.0,756.0,714.0,688.0,670.0,669.0,662.0,660.0,657.0,655.0,646.0,641.0,641.0,641.0,641.0,641.0,
eil101.tsp,3001.0,2967.0,1638.0,1180.0,948.0,802.0,751.0,712.0,681.0,672.0,656.0,653.0,653.0,649.0,648.0,647.0,644.0,644.0,643.0,643.0,643.0,
eil101.tsp,2999.0,2999.0,1675.0,1175.0,971.0,853.0,745.0,713.0,687.0,670.0,655.0,649.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,
eil101.tsp,3209.0,3093.0,1597.0,1163.0,957.0,805.0,737.0,701.0,682.0,672.0,664.0,664.0,654.0,651.0,651.0,650.0,650.0,648.0,647.0,647.0,646.0,
eil101.tsp,3005.0,3005.0,1635.0,1198.0,977.0,841.0,777.0,721.0,697.0,673.0,668.0,657.0,653.0,652.0,652.0,646.0,646.0,644.0,643.0,642.0,642.0,
eil101.tsp,3112.0,3111.0,1666.0,1235.0,967.0,823.0,752.0,723.0,693.0,659.0,657.0,653.0,653.0,653.0,651.0,650.0,647.0,647.0,647.0,645.0,645.0,
eil101.tsp,3080.0,3080.0,1633.0,1146.0,976.0,818.0,773.0,724.0,690.0,673.0,666.0,656.0,652.0,651.0,650.0,650.0,647.0,647.0,646.0,646.0,646.0,
eil101.tsp,3110.0,3110.0,1609.0,1234.0,970.0,832.0,758.0,718.0,683.0,672.0,663.0,656.0,656.0,648.0,648.0,648.0,645.0,645.0,645.0,640.0,638.0,
eil101.tsp,3151.0,3080.0,1628.0,1215.0,967.0,827.0,742.0,697.0,684.0,678.0,658.0,658.0,657.0,650.0,647.0,645.0,645.0,645.0,645.0,645.0,645.0,
eil101.tsp,2942.0,2942.0,1650.0,1167.0,969.0,837.0,767.0,714.0,693.0,674.0,660.0,657.0,649.0,649.0,649.0,649.0,647.0,644.0,644.0,643.0,642.0,
eil101.tsp,3104.0,3008.0,1680.0,1218.0,970.0,821.0,754.0,707.0,692.0,681.0,671.0,664.0,654.0,654.0,652.0,652.0,651.0,651.0,651.0,647.0,647.0,
eil101.tsp,3006.0,2962.0,1657.0,1234.0,1018.0,859.0,777.0,711.0,679.0,672.0,665.0,658.0,651.0,650.0,650.0,646.0,646.0,646.0,646.0,646.0,645.0,
eil101.tsp,3077.0,3077.0,1644.0,1249.0,948.0,833.0,752.0,698.0,673.0,668.0,658.0,656.0,643.0,643.0,643.0,643.0,643.0,643.0,643.0,643.0,643.0,
eil101.tsp,3015.0,3015.0,1634.0,1214.0,942.0,821.0,745.0,694.0,683.0,674.0,665.0,661.0,658.0,654.0,652.0,652.0,652.0,649.0,647.0,646.0,646.0,
eil101.tsp,3098.0,3095.0,1696.0,1196.0,1000.0,834.0,761.0,717.0,697.0,677.0,665.0,663.0,662.0,659.0,653.0,653.0,653.0,653.0,653.0,652.0,650.0,
eil101.tsp,3082.0,3082.0,1645.0,1213.0,955.0,826.0,768.0,700.0,689.0,670.0,662.0,656.0,655.0,652.0,652.0,652.0,648.0,645.0,645.0,643.0,643.0,
eil101.tsp,3115.0,3115.0,1707.0,1256.0,941.0,862.0,755.0,726.0,682.0,668.0,659.0,654.0,651.0,651.0,647.0,647.0,647.0,647.0,644.0,644.0,644.0,
eil101.tsp,3036.0,3036.0,1643.0,1240.0,978.0,837.0,736.0,697.0,684.0,668.0,658.0,652.0,652.0,647.0,647.0,647.0,647.0,641.0,641.0,641.0,640.0,
eil101.tsp,3127.0,3127.0,1590.0,1148.0,937.0,814.0,739.0,701.0,679.0,674.0,659.0,658.0,652.0,652.0,652.0,651.0,651.0,651.0,648.0,648.0,648.0,
eil101.tsp,3086.0,3086.0,1669.0,1244.0,974.0,850.0,776.0,700.0,680.0,665.0,656.0,653.0,643.0,643.0,642.0,641.0,639.0,639.0,639.0,639.0,639.0,
eil101.tsp,3173.0,3168.0,1641.0,1221.0,995.0,833.0,755.0,707.0,688.0,675.0,668.0,661.0,658.0,658.0,658.0,656.0,650.0,650.0,650.0,649.0,646.0,
eil51.tsp,1425.0,1425.0,591.0,468.0,433.0,433.0,432.0,432.0,432.0,431.0,431.0,431.0,431.0,431.0,428.0,428.0,428.0,428.0,428.0,428.0,427.0,
eil51.tsp,1485.0,1485.0,603.0,454.0,438.0,435.0,428.0,428.0,428.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,426.0,426.0,
eil51.tsp,1365.0,1365.0,586.0,471.0,436.0,432.0,431.0,431.0,430.0,430.0,430.0,430.0,430.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,
eil51.tsp,1462.0,1353.0,614.0,466.0,436.0,428.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1475.0,1395.0,590.0,462.0,440.0,439.0,429.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,
eil51.tsp,1381.0,1381.0,573.0,475.0,439.0,435.0,432.0,429.0,429.0,429.0,429.0,429.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1414.0,1406.0,602.0,460.0,442.0,431.0,429.0,428.0,428.0,428.0,428.0,427.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,
eil51.tsp,1483.0,1467.0,589.0,465.0,433.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1418.0,1390.0,573.0,474.0,441.0,435.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1418.0,1418.0,583.0,463.0,445.0,436.0,432.0,430.0,430.0,428.0,428.0,428.0,428.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1483.0,1474.0,586.0,463.0,432.0,432.0,432.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1282.0,1282.0,568.0,467.0,443.0,436.0,436.0,435.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1485.0,1445.0,595.0,471.0,444.0,434.0,430.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,
eil51.tsp,1407.0,1399.0,559.0,459.0,441.0,433.0,433.0,431.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1411.0,1411.0,582.0,465.0,448.0,435.0,435.0,433.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,
eil51.tsp,1471.0,1471.0,556.0,474.0,445.0,436.0,429.0,429.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1446.0,1446.0,600.0,469.0,437.0,435.0,433.0,433.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1408.0,1408.0,602.0,468.0,439.0,438.0,434.0,433.0,429.0,429.0,429.0,428.0,428.0,428.0,428.0,428.0,428.0,427.0,427.0,427.0,427.0,
eil51.tsp,1524.0,1509.0,602.0,470.0,446.0,436.0,430.0,430.0,430.0,429.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1471.0,1471.0,591.0,464.0,439.0,435.0,431.0,431.0,431.0,430.0,430.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,
eil51.tsp,1479.0,1479.0,577.0,459.0,437.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,427.0,427.0,427.0,427.0,
eil51.tsp,1432.0,1401.0,589.0,478.0,454.0,438.0,434.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,426.0,426.0,426.0,426.0,426.0,
eil51.tsp,1403.0,1403.0,558.0,462.0,437.0,435.0,435.0,434.0,429.0,427.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,
eil51.tsp,1374.0,1374.0,586.0,469.0,439.0,428.0,428.0,428.0,428.0,428.0,428.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,
eil51.tsp,1408.0,1408.0,586.0,464.0,434.0,434.0,434.0,431.0,431.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,427.0,427.0,427.0,
eil51.tsp,1427.0,1427.0,593.0,458.0,441.0,432.0,429.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,426.0,426.0,
eil51.tsp,1414.0,1414.0,579.0,461.0,441.0,431.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,429.0,429.0,429.0,429.0,
eil51.tsp,1445.0,1445.0,569.0,456.0,438.0,435.0,430.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1436.0,1416.0,580.0,462.0,443.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,
eil51.tsp,1369.0,1369.0,601.0,470.0,442.0,427.0,427.0,427.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,
eil76.tsp,2161.0,2133.0,1055.0,806.0,639.0,603.0,584.0,562.0,560.0,560.0,559.0,559.0,558.0,557.0,556.0,556.0,552.0,552.0,552.0,552.0,552.0,
eil76.tsp,2159.0,2159.0,1063.0,776.0,661.0,608.0,569.0,565.0,562.0,550.0,550.0,550.0,550.0,550.0,549.0,548.0,548.0,548.0,548.0,548.0,548.0,
eil76.tsp,2295.0,2294.0,1081.0,789.0,649.0,605.0,571.0,566.0,565.0,552.0,552.0,550.0,550.0,550.0,550.0,550.0,547.0,547.0,546.0,546.0,544.0,
eil76.tsp,2284.0,2251.0,1026.0,783.0,656.0,605.0,578.0,564.0,559.0,552.0,551.0,551.0,551.0,551.0,550.0,550.0,549.0,549.0,549.0,547.0,547.0,
eil76.tsp,2213.0,2194.0,1043.0,747.0,649.0,596.0,571.0,568.0,561.0,557.0,547.0,547.0,547.0,547.0,547.0,545.0,545.0,545.0,545.0,545.0,545.0,
eil76.tsp,2306.0,2290.0,1044.0,765.0,641.0,591.0,578.0,573.0,559.0,559.0,551.0,548.0,548.0,546.0,543.0,543.0,543.0,543.0,543.0,542.0,542.0,
eil76.tsp,2247.0,2196.0,1048.0,773.0,647.0,598.0,554.0,551.0,551.0,551.0,548.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,
eil76.tsp,2270.0,2259.0,1087.0,787.0,654.0,593.0,583.0,567.0,556.0,552.0,552.0,539.0,539.0,539.0,539.0,538.0,538.0,538.0,538.0,538.0,538.0,
eil76.tsp,2315.0,2254.0,1067.0,756.0,641.0,604.0,574.0,555.0,555.0,555.0,555.0,555.0,554.0,554.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,
eil76.tsp,2147.0,2147.0,1083.0,771.0,624.0,593.0,571.0,558.0,557.0,557.0,556.0,556.0,554.0,551.0,551.0,550.0,547.0,547.0,547.0,547.0,547.0,
eil76.tsp,2231.0,2201.0,1065.0,762.0,651.0,586.0,582.0,566.0,557.0,551.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,549.0,549.0,549.0,
eil76.tsp,2202.0,2202.0,1111.0,777.0,676.0,605.0,585.0,560.0,556.0,552.0,552.0,549.0,549.0,549.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,
eil76.tsp,2199.0,2199.0,1027.0,783.0,664.0,596.0,573.0,568.0,564.0,556.0,556.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,
eil76.tsp,2205.0,2205.0,1027.0,767.0,665.0,594.0,574.0,566.0,562.0,555.0,555.0,555.0,554.0,554.0,554.0,554.0,553.0,551.0,549.0,549.0,549.0,
eil76.tsp,2187.0,2144.0,1053.0,772.0,655.0,601.0,578.0,567.0,557.0,557.0,557.0,557.0,550.0,550.0,550.0,545.0,545.0,545.0,545.0,545.0,545.0,
eil76.tsp,2163.0,2163.0,1077.0,774.0,655.0,598.0,572.0,567.0,557.0,554.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,547.0,547.0,547.0,547.0,
eil76.tsp,2320.0,2316.0,1068.0,765.0,661.0,612.0,579.0,563.0,560.0,559.0,552.0,550.0,549.0,549.0,547.0,547.0,547.0,547.0,544.0,544.0,544.0,
eil76.tsp,2235.0,2180.0,1054.0,784.0,644.0,607.0,573.0,564.0,556.0,552.0,552.0,548.0,548.0,548.0,548.0,548.0,544.0,544.0,544.0,544.0,544.0,
eil76.tsp,2259.0,2223.0,1105.0,797.0,655.0,606.0,580.0,563.0,561.0,556.0,556.0,551.0,547.0,547.0,547.0,547.0,545.0,545.0,541.0,541.0,541.0,
eil76.tsp,2182.0,2182.0,1061.0,773.0,656.0,606.0,578.0,560.0,553.0,552.0,551.0,551.0,551.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,
