Instance,0,500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000
pcb442.tsp,735000,725743,275557,182873,143192,117999,104172,91875,84617,78465,74622,72295,70796,68587,65269,64634,63976,63445,62925,62354,61613
pcb442.tsp,744502,729240,287158,182740,139849,116663,101932,91563,83794,77956,76079,73429,71291,70332,69636,67575,66476,65006,63816,62950,62208
pcb442.tsp,735762,722850,274773,179736,132948,109863,97161,87327,82628,78074,75503,72371,70129,68748,67684,66244,65598,65025,64383,63421,63093
pcb442.tsp,733697,721809,282619,183307,139907,114063,96794,87988,80381,77401,73877,71444,69124,67372,66359,65553,64874,64193,63987,62855,62301
pcb442.tsp,722104,715956,272737,184619,134429,115610,100497,92095,85872,78564,75441,72508,71342,69622,68201,67193,66030,64577,63813,63239,62983
pcb442.tsp,732234,708389,283385,179189,136641,114255,103690,92728,86384,81727,77588,75679,72084,68543,67265,65763,64224,62799,62124,60967,60272
pcb442.tsp,730089,732785,271219,172530,133626,112363,97801,88313,83548,76906,72355,70725,68039,66572,64660,63434,62712,61956,61475,61475,60746
pcb442.tsp,736335,723879,279233,181762,136445,113973,97394,89213,82448,78462,74333,72311,68570,66813,65671,64137,63595,63147,62818,61688,60890
pcb442.tsp,723270,719892,281752,183521,135545,112705,96593,88922,82415,78869,74818,71820,70159,68822,66781,65394,64455,64014,63450,62213,61697
pcb442.tsp,736675,738060,268560,175553,138488,113959,102749,91123,84345,80115,77019,73162,71902,70754,68857,67925,66959,65933,65035,64406,63170
pcb442.tsp,731216,726061,266153,173087,135275,111807,99254,89801,84311,80164,75877,72877,70242,68639,65504,64332,63433,62733,61445,61065,60512
pcb442.tsp,732694,728221,283694,182613,139439,113877,99016,92045,85910,82388,78657,75720,72374,69833,67801,66557,65014,64136,63341,62670,61931
pcb442.tsp,732634,726485,270315,173171,134615,107735,97864,87298,81309,76949,73562,70904,69549,67567,66577,65358,64563,63278,63112,62374,62135
pcb442.tsp,725727,707794,274235,182466,141903,113704,100097,90970,85592,79561,75616,72985,69878,68139,66624,65074,63910,61979,61561,60534,60210
pcb442.tsp,743889,731553,298464,188165,138327,116333,100961,92626,85081,80217,76355,73054,71119,68765,66505,65237,63958,62890,62225,61943,61537
pcb442.tsp,737423,706247,281747,181500,134687,112868,98533,90337,83583,79962,73761,70494,68136,66446,64892,64124,63366,62828,62058,61488,60815
pcb442.tsp,737474,728354,275699,182552,137665,114341,100207,91846,85038,78405,74220,71640,70660,69275,68335,66057,64770,63407,62852,62687,62241
pcb442.tsp,737545,724764,281270,181553,137524,114053,100934,91714,84885,79576,76082,73191,70011,68719,66937,66279,65560,65019,64443,63779,63036
pcb442.tsp,735646,716769,272137,180251,137945,115157,98080,88139,83076,79476,75826,73142,69843,68061,66675,64295,63237,62145,61557,61309,60842
pcb442.tsp,740656,735055,282191,180729,140050,114147,97753,90331,82429,77713,74827,72821,70658,68398,67457,66238,64373,63420,62695,61892,61768
pcb442.tsp,746375,721292,273939,183034,136556,112976,97048,87944,80835,77518,73137,70712,68259,67233,66382,65032,64348,63880,63568,63300,62882
pcb442.tsp,736913,726824,270720,181161,135951,111534,96953,87226,80559,76493,73186,71689,69326,68632,66980,65485,64614,63912,62440,62222,62140
pcb442.tsp,731030,714937,274182,179238,137186,114201,100927,92349,86723,81727,78093,75711,73581,70857,68905,67078,66279,65519,64782,64042,63380
pcb442.tsp,731427,728687,288739,181952,143027,114915,100906,90420,85865,78987,75943,73661,71517,70095,68922,67813,66227,65363,64560,64016,62505
pcb442.tsp,735056,726678,278726,183218,135151,107596,95511,88258,81391,77174,73719,71136,69511,67339,66394,64891,64516,63793,62911,62463,61799
pcb442.tsp,739523,730209,279049,182530,135788,110228,99106,90226,84078,79756,76249,73290,71283,68628,67414,66668,66058,65570,64570,64281,63442
pcb442.tsp,731028,726564,275858,176973,134188,113643,97771,90102,83058,77631,73875,71020,68011,66996,65397,64485,63597,62901,61913,61211,60723
pcb442.tsp,715005,721735,279806,180774,138436,113661,100091,89624,82274,78857,73992,71039,68219,64686,64063,62993,62214,61514,60866,60203,59796
,,,,,,,,,,,,,,,,,,,,,
pr2392.tsp,1.49E+07,1.49E+07,1.04E+07,8451894,7320078,6443538,5768620,5211270,4756562,4351478,4007470,3759582,3549726,3366538,3172683,3008677,2864461,2751996,2645775,2542024,2448135
pr2392.tsp,1.50E+07,1.49E+07,1.04E+07,8460026,7253309,6372624,5700332,5107941,4680241,4306579,4004794,3744301,3507892,3301269,3134892,2959647,2818166,2692318,2579696,2482562,2391171
pr2392.tsp,1.50E+07,1.49E+07,1.03E+07,8429374,7263715,6407450,5758278,5204324,4772265,4389626,4102595,3811717,3566540,3366123,3176138,3023215,2890497,2754018,2640358,2521998,2424198
pr2392.tsp,1.50E+07,1.48E+07,1.03E+07,8495397,7337811,6485299,5795382,5244840,4775431,4431350,4091526,3821789,3577094,3366467,3184745,3027093,2892921,2763487,2649961,2539090,2450779
pr2392.tsp,1.50E+07,1.48E+07,1.04E+07,8611387,7396203,6464594,5791997,5200833,4713691,4318994,4006202,3766151,3543914,3369231,3194399,3006871,2866970,2727483,2624493,2522962,2437734
pr2392.tsp,1.49E+07,1.48E+07,1.03E+07,8541463,7339615,6438920,5778979,5255575,4780331,4384320,4089823,3838767,3592144,3379655,3205156,3045559,2908833,2781501,2653379,2537810,2439217
pr2392.tsp,1.49E+07,1.49E+07,1.03E+07,8523986,7271900,6349994,5687622,5135190,4682272,4340654,4043630,3772106,3532298,3355147,3182991,3020126,2885316,2764328,2638515,2532625,2441021
pr2392.tsp,1.50E+07,1.48E+07,1.04E+07,8533092,7289934,6392500,5677488,5176835,4701198,4351446,4012697,3740969,3532671,3344145,3159801,3012653,2873727,2728738,2622411,2510253,2416611
pr2392.tsp,1.49E+07,1.49E+07,1.04E+07,8546660,7288943,6390383,5645583,5139392,4716340,4376331,4032681,3796098,3555038,3364696,3176637,3014989,2879853,2750200,2640513,2535324,2425411
pr2392.tsp,1.48E+07,1.49E+07,1.03E+07,8585445,7396782,6482060,5749083,5159704,4755175,4366675,4072412,3809401,3578712,3375150,3215949,3034903,2879134,2748365,2619448,2511002,2405290
pr2392.tsp,1.49E+07,1.49E+07,1.05E+07,8664798,7452602,6509501,5810341,5256452,4820503,4423368,4075149,3802184,3585588,3363787,3166766,3023431,2873628,2739886,2629992,2513748,2416843
pr2392.tsp,1.50E+07,1.49E+07,1.05E+07,8554867,7378580,6476451,5750011,5230021,4809623,4418369,4107811,3810255,3564016,3357094,3172643,3012726,2851846,2716932,2596734,2510361,2429062
pr2392.tsp,1.50E+07,1.49E+07,1.03E+07,8494885,7264586,6369077,5629120,5109907,4666444,4301480,4019712,3756079,3527644,3328453,3134170,2990298,2837330,2726147,2609402,2497331,2405496
pr2392.tsp,1.48E+07,1.48E+07,1.04E+07,8539603,7322302,6455704,5752504,5224054,4761765,4366004,4058129,3766930,3515431,3305239,3148229,2986737,2851614,2740427,2614253,2503154,2406833
pr2392.tsp,1.49E+07,1.48E+07,1.04E+07,8562197,7303428,6426867,5732303,5243418,4798562,4385856,4054957,3788931,3557699,3353909,3185466,3037553,2911608,2780210,2678424,2573322,2480518
pr2392.tsp,1.50E+07,1.48E+07,1.04E+07,8698895,7461478,6457941,5746843,5145586,4684360,4332343,4038187,3773770,3525475,3335675,3165507,2990406,2836342,2714604,2604240,2493368,2401185
pr2392.tsp,1.49E+07,1.49E+07,1.04E+07,8654213,7346498,6482005,5822208,5260998,4755580,4399407,4104865,3841680,3585655,3365337,3202898,3042227,2908255,2778750,2664314,2545927,2461296
pr2392.tsp,1.49E+07,1.49E+07,1.04E+07,8615607,7322563,6415618,5673399,5107697,4681515,4336361,4033936,3764461,3536934,3351115,3173228,2992418,2873760,2746739,2635578,2525686,2436130
pr2392.tsp,1.49E+07,1.49E+07,1.03E+07,8587789,7346465,6493448,5758551,5215294,4738663,4360729,4048624,3772917,3536255,3319866,3135126,2976750,2831075,2702595,2590661,2493450,2408974
pr2392.tsp,1.50E+07,1.49E+07,1.04E+07,8536224,7338827,6502493,5763338,5224913,4736808,4366416,4055771,3788869,3543727,3345982,3158237,3002732,2878246,2761420,2644901,2528285,2433930
pr2392.tsp,1.50E+07,1.49E+07,1.03E+07,8377535,7294884,6447474,5775839,5231844,4771294,4398206,4082604,3798229,3549927,3342966,3160411,3007961,2873126,2756530,2645161,2534287,2429424
pr2392.tsp,1.50E+07,1.49E+07,1.03E+07,8580762,7299017,6413338,5752456,5227386,4756372,4378451,4088714,3793754,3573265,3357395,3164345,3014131,2873401,2742048,2613867,2502042,2409382
pr2392.tsp,1.49E+07,1.48E+07,1.04E+07,8476405,7265084,6432315,5804458,5258396,4776233,4384105,4095235,3834551,3574024,3392485,3206040,3038252,2892125,2752828,2631080,2516424,2428400
pr2392.tsp,1.49E+07,1.49E+07,1.03E+07,8476053,7325192,6408710,5733820,5192191,4726440,4353744,4040588,3781016,3576841,3363412,3180704,3014691,2856177,2743091,2621854,2522113,2422672
pr2392.tsp,1.49E+07,1.49E+07,1.02E+07,8447410,7318497,6451004,5749937,5180497,4739793,4367923,4048273,3764880,3534433,3346864,3186371,3026552,2884407,2758676,2641349,2554026,2462825
pr2392.tsp,1.49E+07,1.49E+07,1.03E+07,8518056,7204173,6256012,5566503,5069060,4640414,4267967,3955487,3695251,3486866,3292182,3126800,2975154,2843027,2733557,2616328,2519363,2413956
pr2392.tsp,1.49E+07,1.48E+07,1.03E+07,8452322,7247942,6348382,5611958,5101504,4640985,4275523,3979603,3751291,3518661,3333956,3157646,2992306,2860087,2717031,2609699,2504439,2417015
pr2392.tsp,1.49E+07,1.49E+07,1.03E+07,8628201,7374000,6449748,5743368,5189742,4753863,4370320,4056918,3771756,3563238,3374257,3191344,3034457,2878559,2771417,2657987,2536658,2454050
pr2392.tsp,1.49E+07,1.48E+07,1.03E+07,8461403,7283252,6389589,5725793,5154886,4741762,4373427,4029268,3780030,3526858,3340635,3167950,3035044,2896124,2761002,2646725,2552287,2460090
pr2392.tsp,1.49E+07,1.49E+07,1.02E+07,8437097,7318598,6422617,5766363,5190414,4748977,4374299,4097115,3817119,3582101,3363357,3177275,3021089,2869694,2750501,2630119,2531560,2448615
,,,,,,,,,,,,,,,,,,,,,
st70.tsp,2981,2981,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734
st70.tsp,3193,2943,764,760,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752
st70.tsp,3214,3130,728,713,713,713,713,710,710,710,710,710,710,710,710,710,710,710,710,710,710
st70.tsp,3124,3005,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759
st70.tsp,3187,2947,718,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708
st70.tsp,3341,3108,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726
st70.tsp,3191,3039,776,755,755,755,755,753,753,753,753,753,753,753,753,753,753,753,753,753,753
st70.tsp,3299,3225,723,721,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719
st70.tsp,3122,3047,728,728,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
st70.tsp,3316,3170,781,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
st70.tsp,3166,3106,716,716,716,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715
st70.tsp,3055,3005,737,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725
st70.tsp,3206,3047,724,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723
st70.tsp,2983,2892,721,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
st70.tsp,3123,3123,741,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
st70.tsp,3078,3078,738,712,712,712,712,712,712,712,705,705,705,705,705,705,705,705,705,701,701
st70.tsp,3185,3154,776,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770
st70.tsp,3189,3068,715,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
st70.tsp,3157,3079,708,706,706,706,706,706,706,706,706,706,706,706,705,705,705,705,705,705,705
st70.tsp,3185,2975,746,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738
st70.tsp,3095,3123,744,737,732,732,732,732,732,732,732,732,732,732,732,732,732,731,731,731,731
st70.tsp,3137,3075,743,741,741,741,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738
st70.tsp,3215,3135,735,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730
st70.tsp,3227,3064,763,761,761,761,761,761,761,759,759,759,759,759,759,759,759,759,759,759,759
st70.tsp,3212,3144,749,743,743,743,743,728,728,728,728,728,728,728,728,728,728,728,728,728,728
st70.tsp,3277,3192,727,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719
st70.tsp,3144,3138,776,769,769,769,769,769,769,769,769,769,769,769,769,768,768,768,768,768,768
st70.tsp,3265,3149,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
st70.tsp,3093,3093,731,717,717,717,717,717,717,717,717,717,717,717,716,716,716,716,716,716,716
st70.tsp,3205,3034,726,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
